id,name,position,team,price,totalPoints,form,lastPoints,lineup,xPtsRound,xPts,mins,goals,assists,cleanSheet,shotsOnTarget,saves,conceded,yellowCards,redCards
g|95053|3|4664978,Nicolas Seiwald,MID,AUT,5.0,6.0,3.0,2.7,expected,3.73,14.18,180,0,0,0,0,0,3,0,0
g|95053|3|4664985,Paul Wanner,MID,AUT,5.0,3.0,1.5,1.7,expected,3.73,14.18,100,0,0,0,0,0,1,0,0
g|95053|3|4666280,Arda Guler,MID,TUR,7.5,6.6,3.3,2.7,expected,3.45,13.9,180,0,0,0,3,0,3,0,0
g|95053|3|4666281,Orkun Kokcu,MID,TUR,6.0,2.7,1.35,1.0,expected,3.45,13.9,67,0,0,0,0,0,1,0,0
g|95053|3|4666282,Hakan Calhanoglu,MID,TUR,7.5,6.2,3.1,2.7,expected,3.45,13.9,180,0,0,0,2,0,3,0,0
g|95053|3|4666287,Kenan Yildiz,MID,TUR,7.0,3.8,1.9,3.1,expected,3.45,13.9,135,0,0,0,1,0,2,0,0
g|95053|3|4666291,Baris Alper Yilmaz,MID,TUR,6.5,1.7,0.85,1.0,expected,3.45,13.9,91,0,0,0,0,0,1,0,0
g|95053|3|4665831,Sander Berge,MID,NOR,6.0,6.6,3.3,3.3,expected,3.73,13.89,180,0,0,0,0,0,3,0,0
g|95053|3|4665836,Patrick Berg,MID,NOR,5.5,5.3,2.65,4.0,expected,3.73,13.89,55,0,1,0,0,0,2,0,0
g|95053|3|4665848,Kristian Thorstvedt,MID,NOR,6.0,1.3,1.3,0.0,expected,3.73,13.89,18,0,0,0,0,0,0,0,0
g|95053|3|4665850,Andreas Schjelderup,MID,NOR,6.5,2.0,1.0,0.7,expected,3.73,13.89,38,0,0,0,0,0,1,0,0
g|95053|3|4665851,Oscar Bobb,MID,NOR,6.5,2.4,1.2,1.1,expected,3.73,13.89,25,0,0,0,1,0,1,0,0
g|95053|3|4665326,Moises Caicedo,MID,ECU,6.0,7.1,3.55,4.4,expected,3.34,13.79,180,0,0,1,1,0,1,0,0
g|95053|3|4665327,Alan Franco,MID,ECU,5.0,6.0,3.0,3.0,expected,3.34,13.79,145,0,0,2,0,0,0,0,0
g|95053|3|4665329,Pedro Vite,MID,ECU,5.5,7.1,3.55,4.4,expected,3.34,13.79,180,0,0,1,1,0,1,0,0
g|95053|3|4665333,Gonzalo Plata,MID,ECU,7.5,8.3,4.15,5.2,expected,3.34,13.79,180,0,0,1,4,0,1,0,0
g|95053|3|4665339,John Yeboah,MID,ECU,6.5,6.8,3.4,3.8,expected,3.34,13.79,151,0,0,2,2,0,0,0,0
g|95053|3|4686369,Jordy Alcivar,MID,ECU,4.5,0.0,0.0,0.0,expected,3.34,13.79,46,0,0,0,0,0,0,1,0
g|95053|3|4665171,Benjamin Tahirovic,MID,BIH,5.5,6.0,3.0,3.0,expected,4.58,13.49,153,0,0,1,0,0,1,0,0
g|95053|3|4665172,Amar Memic,MID,BIH,5.0,4.4,2.2,1.1,expected,4.58,13.49,164,0,0,1,1,0,4,0,0
g|95053|3|4665174,Ivan Sunjic,MID,BIH,4.5,2.4,1.2,1.7,expected,4.58,13.49,103,0,0,0,0,0,3,0,0
g|95053|3|4665179,Kerim Alajbegovic,MID,BIH,6.5,2.4,1.2,1.7,expected,4.58,13.49,106,0,0,0,0,0,4,0,0
g|95053|3|4664944,Aiden O'Neill,MID,AUS,4.5,7.0,3.5,2.7,expected,3.64,13.41,180,0,0,1,0,0,2,0,0
g|95053|3|4664946,Connor Metcalfe,MID,AUS,5.0,10.7,5.35,1.4,expected,3.64,13.41,135,1,0,1,1,0,0,0,0
g|95053|3|4664954,Nestory Irankunda,MID,AUS,5.5,9.7,4.85,1.0,expected,3.64,13.41,106,1,0,1,1,0,0,0,0
g|95053|3|4686364,Paul Okon-Engstler,MID,AUS,4.5,8.0,4.0,1.7,expected,3.64,13.41,162,0,1,1,0,0,2,0,0
g|95053|3|4665068,Nathan-Dylan Saliba,MID,CAN,5.0,9.3,9.3,9.3,expected,3.59,13.36,34,1,1,0,0,0,0,0,0
g|95053|3|4665071,Stephen Eustaquio,MID,CAN,5.0,6.3,3.15,4.3,expected,3.59,13.36,179,0,0,1,0,0,1,0,0
g|95053|3|4665079,Ali Ahmed,MID,CAN,4.5,7.6,3.8,6.3,expected,3.59,13.36,101,0,1,1,0,0,0,0,0
g|95053|3|4665084,Tajon Buchanan,MID,CAN,7.0,8.4,4.2,6.7,expected,3.59,13.36,144,0,1,1,1,0,1,0,0
g|95053|3|4666186,Yasin Ayari,MID,SWE,5.5,14.4,7.2,1.1,expected,3.39,13.33,169,2,0,0,1,0,5,1,0
g|95053|3|4666189,Jesper Karlstrom,MID,SWE,4.5,3.0,1.5,0.7,expected,3.39,13.33,140,0,0,0,0,0,5,0,0
g|95053|3|4666194,Benjamin Nygren,MID,SWE,7.0,3.0,1.5,0.7,expected,3.39,13.33,121,0,0,0,0,0,5,0,0
g|95053|3|4666195,Alexander Bernardsson,MID,SWE,5.0,3.0,1.5,0.7,expected,3.39,13.33,145,0,0,0,0,0,5,0,0
g|95053|3|4665298,Michal Sadilek,MID,CZE,4.5,9.8,4.9,8.3,expected,3.28,13.22,94,1,0,1,2,0,2,0,0
g|95053|3|4665300,Lukas Cerv,MID,CZE,5.5,3.7,3.7,3.7,expected,3.28,13.22,78,0,0,1,1,0,0,0,0
g|95053|3|4665303,Vladimir Darida,MID,CZE,4.5,1.3,1.3,1.3,expected,3.28,13.22,55,0,0,0,0,0,0,0,0
g|95053|3|4686352,Alexandr Sojka,MID,CZE,4.5,6.0,3.0,4.3,expected,3.28,13.22,139,0,1,0,0,0,2,0,0
g|95053|3|4686356,Adam Hlozek,MID,CZE,5.5,4.4,2.2,3.3,expected,3.28,13.22,94,0,0,1,1,0,2,0,0
g|95053|3|4665495,Caleb Yirenkyi,MID,GHA,4.5,12.3,6.15,4.0,expected,3.73,13.15,180,1,0,2,0,0,0,1,0
g|95053|3|4665498,Antoine Semenyo,MID,GHA,6.5,8.3,4.15,4.0,expected,3.73,13.15,180,0,0,2,0,0,0,0,0
g|95053|3|4665501,Kwasi Sibo,MID,GHA,4.5,5.3,2.65,4.0,expected,3.73,13.15,103,0,0,1,0,0,0,0,0
g|95053|3|4665502,Inaki Williams,MID,GHA,6.0,2.0,2.0,2.0,expected,3.73,13.15,66,0,0,1,0,0,0,1,0
g|95053|3|4665507,Thomas Partey,MID,GHA,5.5,4.0,4.0,4.0,expected,3.73,13.15,90,0,0,1,0,0,0,0,0
g|95053|3|4665358,Mohanad Lasheen,MID,EGY,4.5,5.3,2.65,2.3,expected,3.73,13.0,180,0,0,0,0,0,2,1,0
g|95053|3|4665362,Marwan Ateya,MID,EGY,5.0,5.3,2.65,3.3,expected,3.73,13.0,180,0,0,0,0,0,2,1,0
g|95053|3|4665369,Mohamed Salah,MID,EGY,7.5,16.1,8.05,10.7,expected,3.73,13.0,161,1,2,0,2,0,2,0,0
g|95053|3|4665371,Emam Ashour,MID,EGY,4.5,9.3,4.65,2.3,expected,3.73,13.0,156,1,0,0,0,0,2,0,0
g|95053|3|4665553,Mohammad Mohebi,MID,IRN,5.5,11.0,5.5,3.0,expected,3.73,13.0,156,1,0,1,0,0,2,0,0
g|95053|3|4665555,Saman Ghoddos,MID,IRN,5.0,5.0,2.5,3.0,expected,3.73,13.0,144,0,0,1,0,0,2,0,0
g|95053|3|4665557,Saeed Ezatolahi,MID,IRN,4.5,5.8,2.9,2.4,expected,3.73,13.0,175,0,0,1,2,0,2,1,0
g|95053|3|4686377,Mostafa Ziko,MID,EGY,5.0,12.7,6.35,10.3,expected,3.73,13.0,152,1,1,0,1,0,2,0,0
g|95053|3|4665996,Abdullah Al-Khaibari,MID,KSA,4.5,3.7,1.85,0.7,expected,3.73,12.79,136,0,0,0,0,0,4,0,0
g|95053|3|4665997,Nasser Al-Dawsari,MID,KSA,4.5,2.4,1.2,1.7,expected,3.73,12.79,117,0,0,0,0,0,5,0,0
g|95053|3|4666000,Salem Al-Dawsari,MID,KSA,6.0,4.7,2.35,1.7,expected,3.73,12.79,180,0,0,0,0,0,5,1,0
g|95053|3|4666001,Musab Al-Juwayr,MID,KSA,5.0,4.0,2.0,0.7,expected,3.73,12.79,109,0,0,1,0,0,3,0,0
g|95053|3|4665899,Matias Galarza,MID,PAR,5.0,7.3,7.3,7.3,expected,3.84,12.75,89,1,0,1,0,0,0,1,0
g|95053|3|4665900,Julio Enciso,MID,PAR,7.0,12.0,6.0,6.3,expected,3.84,12.75,179,0,2,1,0,0,4,0,0
g|95053|3|4665901,Damian Bobadilla,MID,PAR,4.5,-0.3,-0.15,1.0,expected,3.84,12.75,91,0,0,0,0,0,3,0,0
g|95053|3|4665903,Andres Cubas,MID,PAR,4.5,7.0,3.5,4.3,expected,3.84,12.75,180,0,0,1,0,0,4,0,0
g|95053|3|4665906,Diego Gomez,MID,PAR,6.0,4.0,2.0,3.3,expected,3.84,12.75,147,0,0,1,0,0,3,1,0
g|95053|3|4664872,Ibrahim Maza,MID,ALG,6.5,5.8,2.9,4.1,expected,3.73,12.64,171,0,0,0,2,0,4,0,0
g|95053|3|4664881,Riyad Mahrez,MID,ALG,6.5,6.1,3.05,5.4,expected,3.73,12.64,103,0,1,0,1,0,2,0,0
g|95053|3|4664887,Fares Chaibi,MID,ALG,6.0,6.4,3.2,3.7,expected,3.73,12.64,180,0,0,0,1,0,4,0,0
g|95053|3|4664896,Ramiz Zerrouki,MID,ALG,4.5,0.7,0.35,-0.3,expected,3.73,12.64,55,0,0,0,0,0,1,1,0
g|95053|3|4664897,Hicham Boudaoui,MID,ALG,4.5,2.4,1.2,0.7,expected,3.73,12.64,110,0,0,0,0,0,3,0,0
g|95053|3|4665202,Ngal'ayel Mukau,MID,COD,4.5,2.0,1.0,1.0,expected,3.73,12.64,103,0,0,0,0,0,1,0,0
g|95053|3|4665203,Edo Kayembe,MID,COD,5.0,5.4,2.7,3.0,expected,3.73,12.64,146,0,0,1,1,0,1,0,0
g|95053|3|4665206,Samuel Moutoussamy,MID,COD,4.5,4.7,2.35,1.7,expected,3.73,12.64,172,0,0,0,0,0,2,0,0
g|95053|3|4665585,Ibrahim Bayesh,MID,IRQ,5.0,3.4,1.7,1.7,expected,3.73,12.64,147,0,0,0,0,0,6,0,0
g|95053|3|4665586,Amir Al-Ammari,MID,IRQ,5.0,6.4,3.2,0.7,expected,3.73,12.64,158,0,1,0,0,0,7,1,0
g|95053|3|4665587,Zidane Iqbal,MID,IRQ,4.5,3.4,1.7,2.7,expected,3.73,12.64,122,0,0,0,0,0,5,0,0
g|95053|3|4665683,Mahmoud Al-Mardi,MID,JOR,5.0,3.1,1.55,2.4,expected,3.73,12.64,86,0,0,0,1,0,2,0,0
g|95053|3|4665684,Noor Al-Rawabdeh,MID,JOR,5.0,8.4,4.2,2.7,expected,3.73,12.64,180,0,1,0,0,0,5,0,0
g|95053|3|4665691,Nizar Al-Rashdan,MID,JOR,4.5,10.4,5.2,7.7,expected,3.73,12.64,180,1,0,0,0,0,5,0,0
g|95053|3|4665697,Mousa Tamari,MID,JOR,5.5,7.2,3.6,5.1,expected,3.73,12.64,172,0,1,0,2,0,4,0,0
g|95053|3|4665802,Joe Bell,MID,NZL,5.0,5.7,2.85,2.7,expected,3.73,12.64,180,0,0,0,0,0,5,0,0
g|95053|3|4665804,Sarpreet Singh,MID,NZL,5.0,3.5,1.75,0.7,expected,3.73,12.64,165,0,0,0,2,0,4,1,0
g|95053|3|4665808,Marko Stamenic,MID,NZL,5.0,4.7,2.35,2.7,expected,3.73,12.64,179,0,0,0,0,0,5,0,0
g|95053|3|4665812,Elijah Just,MID,NZL,5.5,15.1,7.55,2.1,expected,3.73,12.64,175,2,0,0,1,0,5,0,0
g|95053|3|4665817,Callum McCowatt,MID,NZL,5.0,4.2,2.1,1.8,expected,3.73,12.64,134,0,0,0,3,0,3,1,0
g|95053|3|4665869,Carlos Harvey,MID,PAN,4.5,4.4,2.2,2.7,expected,3.73,12.64,180,0,0,0,0,0,2,1,0
g|95053|3|4665871,Cristian Martinez,MID,PAN,4.5,5.7,2.85,2.7,expected,3.73,12.64,153,0,0,1,0,0,1,0,0
g|95053|3|4665875,Jose Luis Rodriguez,MID,PAN,5.5,5.7,2.85,2.7,expected,3.73,12.64,164,0,0,1,0,0,1,0,0
g|95053|3|4665876,Yoel Barcenas,MID,PAN,5.0,3.4,1.7,0.7,expected,3.73,12.64,179,0,0,0,0,0,2,1,0
g|95053|3|4686390,Zaid Ismail,MID,IRQ,4.5,1.4,0.7,0.7,expected,3.73,12.64,119,0,0,0,0,0,4,0,0
g|95053|3|4686391,Ahmed Qasem,MID,IRQ,5.0,3.4,1.7,2.7,expected,3.73,12.64,108,0,0,0,0,0,5,0,0
g|95053|3|4666013,Ryan Christie,MID,SCO,6.5,2.7,1.35,1.7,expected,2.83,12.46,87,0,0,0,0,0,1,0,0
g|95053|3|4666014,John McGinn,MID,SCO,6.5,10.0,5.0,1.7,expected,2.83,12.46,172,1,0,1,0,0,1,0,0
g|95053|3|4666017,Lewis Ferguson,MID,SCO,5.5,7.0,3.5,2.7,expected,2.83,12.46,180,0,0,1,0,0,1,0,0
g|95053|3|4666021,Ben Doak,MID,SCO,6.0,4.3,2.15,1.0,expected,2.83,12.46,106,0,0,1,0,0,0,0,0
g|95053|3|4666024,Scott McTominay,MID,SCO,7.5,7.0,3.5,2.7,expected,2.83,12.46,180,0,0,1,0,0,1,0,0
g|95053|3|4665961,Yusuf Abdurisag,MID,QAT,5.0,1.4,0.7,0.7,expected,3.03,12.3,100,0,0,0,0,0,3,0,0
g|95053|3|4665967,Jassem Gaber,MID,QAT,4.5,0.4,0.2,0.7,expected,3.03,12.3,106,0,0,0,0,0,4,1,0
g|95053|3|4665971,Edmilson Junior,MID,QAT,5.0,3.2,1.6,0.7,expected,3.03,12.3,134,0,0,0,2,0,4,0,0
g|95053|3|4665973,Akram Afif,MID,QAT,6.0,3.7,1.85,0.7,expected,3.03,12.3,149,0,0,0,0,0,4,0,0
g|95053|3|4686507,Karim Boudiaf,MID,QAT,4.5,1.3,1.3,0.0,expected,3.03,12.3,31,0,0,0,0,0,0,0,0
g|95053|3|4665097,Joao Paulo,MID,CPV,4.5,1.0,1.0,0.0,expected,3.73,12.27,15,0,0,0,0,0,0,0,0
g|95053|3|4665099,Telmo Arcanjo,MID,CPV,4.5,4.7,2.35,3.7,expected,3.73,12.27,58,0,1,0,0,0,2,0,0
g|95053|3|4665104,Jamiro Monteiro,MID,CPV,5.0,5.0,2.5,2.0,expected,3.73,12.27,159,0,0,1,0,0,2,0,0
g|95053|3|4665105,Kevin Lenini,MID,CPV,4.5,11.0,5.5,7.0,expected,3.73,12.27,161,1,0,1,0,0,2,0,0
g|95053|3|4665114,Garry Rodrigues,MID,CPV,5.0,0.7,0.7,0.7,expected,3.73,12.27,58,0,0,0,0,0,2,0,0
g|95053|3|4665116,Ryan Mendes,MID,CPV,5.5,7.0,3.5,3.0,expected,3.73,12.27,180,0,0,1,0,0,2,0,0
g|95053|3|4666368,Otabek Shukurov,MID,UZB,5.0,4.4,2.2,1.7,expected,3.73,12.27,179,0,0,0,0,0,8,0,0
g|95053|3|4666379,Abbosbek Fayzullaev,MID,UZB,5.5,8.8,4.4,2.1,expected,3.73,12.27,150,1,0,0,1,0,6,0,0
g|95053|3|4666382,Odildzhon Khamrobekov,MID,UZB,4.5,-2.3,-2.3,-2.3,expected,3.73,12.27,46,0,0,0,0,0,3,1,0
g|95053|3|4666385,Abdulla Abdullaev,MID,UZB,4.5,5.4,2.7,2.7,expected,3.73,12.27,180,0,0,0,0,0,8,0,0
g|95053|3|4666387,Aziz Ganiev,MID,UZB,4.5,3.1,3.1,3.1,expected,3.73,12.27,90,0,0,0,1,0,5,0,0
g|95053|3|4666086,Yaya Sithole,MID,RSA,4.5,-2.3,-2.3,-2.3,expected,3.03,11.94,49,0,0,0,0,0,1,0,1
g|95053|3|4666090,Thalente Mbatha,MID,RSA,4.5,2.7,1.35,2.0,expected,3.03,11.94,125,0,0,0,0,0,2,1,0
g|95053|3|4666093,Jayden Adams,MID,RSA,4.5,2.4,1.2,0.7,expected,3.03,11.94,107,0,0,0,0,0,2,0,0
g|95053|3|4666095,Oswin Appollis,MID,RSA,5.5,4.0,2.0,3.0,expected,3.03,11.94,104,0,0,0,0,0,1,0,0
g|95053|3|4666100,Thapelo Maseko,MID,RSA,5.0,5.0,5.0,5.0,expected,3.03,11.94,84,0,1,0,0,0,1,0,0
g|95053|3|4666244,Hannibal,MID,TUN,5.5,8.4,4.2,2.7,expected,2.67,11.94,180,0,1,0,0,0,9,0,0
g|95053|3|4666245,Ellyes Skhiri,MID,TUN,4.5,3.4,1.7,1.7,expected,2.67,11.94,161,0,0,0,0,0,7,0,0
g|95053|3|4666253,Elias Saad,MID,TUN,6.0,2.4,1.2,0.7,expected,2.67,11.94,118,0,0,0,0,0,5,0,0
g|95053|3|4680526,Rani Khedira,MID,TUN,4.5,1.7,0.85,1.0,expected,2.67,11.94,84,0,0,0,0,0,3,1,0
g|95053|3|4665518,Danley Jean Jacques,MID,HAI,5.0,4.4,2.2,1.7,expected,2.72,11.63,180,0,0,0,0,0,4,1,0
g|95053|3|4665525,Ruben Providence,MID,HAI,4.5,3.8,1.9,1.7,expected,2.72,11.63,156,0,0,0,1,0,4,0,0
g|95053|3|4665537,Jean-Ricner Bellegarde,MID,HAI,5.0,3.4,1.7,1.7,expected,2.72,11.63,171,0,0,0,0,0,4,1,0
g|95053|3|4665055,Luiz Henrique,MID,BRA,7.0,1.0,1.0,0.0,possible,2.51,11.48,29,0,0,0,0,0,0,0,0
g|95053|3|4665262,Juninho Bacuna,MID,CUW,5.0,5.1,2.55,2.4,expected,2.76,11.3,165,0,0,1,1,0,7,1,0
g|95053|3|4665268,Leandro Bacuna,MID,CUW,5.0,6.1,3.05,3.4,expected,2.76,11.3,180,0,0,1,1,0,7,1,0
g|95053|3|4665280,Tahith Chong,MID,CUW,5.0,4.7,2.35,3.0,expected,2.76,11.3,159,0,0,1,0,0,6,0,0
g|95053|3|4665435,Adrien Rabiot,MID,FRA,6.5,10.6,5.3,4.3,possible,2.0,11.27,180,0,1,1,0,0,1,0,0
g|95053|3|4665440,Ousmane Dembele,MID,FRA,10.5,15.0,7.5,11.7,possible,2.0,11.27,148,1,1,2,1,0,0,0,0
g|95053|3|4665441,Bradley Barcola,MID,FRA,8.5,9.6,4.8,3.3,possible,2.0,11.27,94,1,0,1,0,0,1,0,0
g|95053|3|4666152,Fabian Ruiz,MID,ESP,6.5,4.4,2.2,1.0,possible,2.0,11.27,92,0,0,1,1,0,0,0,0
g|95053|3|4665399,Marcus Rashford,MID,ENG,8.5,7.3,3.65,1.0,possible,2.0,11.12,27,1,0,0,0,0,0,0,0
g|95053|3|4665406,Bukayo Saka,MID,ENG,9.5,5.7,2.85,1.4,possible,2.0,11.12,45,0,1,0,1,0,0,0,0
g|95053|3|4664918,Alexis Mac Allister,MID,ARG,7.0,12.0,6.0,4.3,possible,2.0,10.84,180,0,1,2,1,0,0,0,0
g|95053|3|4664922,Rodrigo De Paul,MID,ARG,6.0,10.6,5.3,3.3,possible,2.0,10.84,172,0,1,2,0,0,0,0,0
g|95053|3|4664925,Enzo Fernandez,MID,ARG,7.0,8.6,4.3,4.3,possible,2.0,10.84,180,0,0,2,0,0,0,0,0
g|95053|3|4665936,Bernardo Silva,MID,POR,6.5,1.3,0.65,1.3,possible,2.0,10.84,61,0,0,0,0,0,1,1,0
g|95053|3|4665466,Jamal Musiala,MID,GER,8.5,8.0,4.0,0.7,possible,2.28,10.6,124,1,0,0,0,0,2,0,0
g|95053|3|4665791,Teun Koopmeiners,MID,NED,6.0,2.0,1.0,1.3,possible,2.7,10.28,53,0,0,0,0,0,1,0,0
g|95053|3|4685593,Crysencio Summerville,MID,NED,6.0,15.6,7.8,9.3,possible,2.7,10.28,115,2,1,0,0,0,2,1,0
g|95053|3|4666208,Johan Manzambi,MID,SUI,5.5,12.0,6.0,11.3,possible,2.04,8.94,46,2,0,0,0,0,2,0,0
g|95053|3|4666228,Ruben Vargas,MID,SUI,7.5,13.4,6.7,9.7,possible,2.04,8.94,99,1,1,1,2,0,1,0,0
g|95053|3|4665758,Soufiane Rahimi,MID,MAR,6.0,2.0,1.0,1.0,possible,2.66,8.91,9,0,0,0,0,0,0,0,0
g|95053|3|4665139,Juan Fernando  Quintero,MID,COL,6.5,4.3,4.3,4.3,possible,2.0,8.51,33,0,1,0,0,0,0,0,0
g|95053|3|4665669,Daizen Maeda,MID,JPN,5.5,1.7,1.7,0.0,possible,2.26,8.51,66,0,0,0,0,0,2,0,0
g|95053|3|4665726,Alexis Vega,MID,MEX,8.0,1.0,1.0,0.0,possible,2.22,8.27,12,0,0,0,0,0,0,0,0
g|95053|3|4666133,Hee-chan Hwang,MID,KOR,6.0,2.3,1.15,1.0,possible,2.36,8.2,63,0,0,0,0,0,0,0,0
g|95053|3|4666353,Nicolas de la Cruz,MID,URU,7.5,2.7,1.35,1.0,possible,2.0,8.14,40,0,0,0,1,0,0,0,0
g|95053|3|4665237,Andrej Kramaric,MID,CRO,8.0,2.0,1.0,1.3,possible,2.0,7.84,58,0,0,0,0,0,1,0,0
g|95053|3|4666063,Ibrahim Mbaye,MID,SEN,6.0,6.7,3.35,1.0,possible,2.0,7.84,53,1,0,0,0,0,3,0,0
g|95053|3|4665608,Nicolas Pepe,MID,CIV,6.0,3.7,1.85,0.7,possible,2.66,7.71,83,0,0,1,0,0,1,0,0
g|95053|3|4665624,Simon Adingra,MID,CIV,6.5,0.7,0.7,0.7,possible,2.66,7.71,16,0,0,0,0,0,1,0,0
g|95053|3|4664979,Alexander Prass,MID,AUT,4.5,0.7,0.7,0.7,possible,2.0,7.61,23,0,0,0,0,0,1,0,0
g|95053|3|4665841,Martin Odegaard,MID,NOR,7.0,12.0,6.0,6.7,possible,2.0,7.45,171,0,2,0,1,0,3,0,0
g|95053|3|4684649,Fredrik Aursnes,MID,NOR,5.5,3.6,1.8,1.3,possible,2.0,7.45,119,0,0,0,0,0,1,0,0
g|95053|3|4666283,Ismail Yuksek,MID,TUR,5.0,2.4,1.2,0.7,possible,1.83,7.44,141,0,0,0,0,0,3,0,0
g|95053|3|4666288,Yunus Akgun,MID,TUR,6.0,0.4,0.2,0.7,possible,1.83,7.44,89,0,0,0,0,0,2,1,0
g|95053|3|4665334,Nilson Angulo,MID,ECU,5.0,2.1,1.05,1.4,possible,1.77,7.38,56,0,0,0,1,0,1,0,0
g|95053|3|4665176,Ivan Basic,MID,BIH,4.5,4.0,2.0,0.7,possible,2.49,7.27,90,0,0,1,0,0,4,0,0
g|95053|3|4665180,Esmir Bajraktarevic,MID,BIH,6.5,4.0,2.0,0.7,possible,2.49,7.27,101,0,0,1,0,0,4,0,0
g|95053|3|4664950,Nishan Velupillay,MID,AUS,5.5,2.0,1.0,0.7,possible,1.94,7.18,76,0,0,0,0,0,2,0,0
g|95053|3|4665086,Liam Millar,MID,CAN,5.0,1.7,1.7,0.0,possible,1.91,7.15,61,0,0,0,0,0,1,0,0
g|95053|3|4666183,Lucas Bergvall,MID,SWE,4.5,4.3,2.15,0.0,possible,1.8,7.13,61,0,1,0,0,0,1,1,0
g|95053|3|4666188,Besfort Zeneli,MID,SWE,4.5,1.4,1.4,1.4,possible,1.8,7.13,35,0,0,0,1,0,1,0,0
g|95053|3|4666192,Anthony Elanga,MID,SWE,7.0,7.3,3.65,6.0,possible,1.8,7.13,36,1,0,0,0,0,1,0,0
g|95053|3|4665295,Pavel Sulc,MID,CZE,6.5,2.0,1.0,-1.3,possible,1.73,7.06,100,0,0,1,0,0,1,0,0
g|95053|3|4665296,Tomas Soucek,MID,CZE,6.0,3.4,1.7,0.7,possible,1.73,7.06,114,0,0,0,0,0,3,0,0
g|95053|3|4665497,Issahaku Fatawu,MID,GHA,5.5,2.3,1.15,1.0,possible,2.0,7.05,58,0,0,0,0,0,0,0,0
g|95053|3|4665365,Mahmoud Trezeguet,MID,EGY,6.5,6.3,6.3,6.3,possible,2.0,6.97,15,1,0,0,0,0,0,0,0
g|95053|3|4665370,Ibrahim Adel,MID,EGY,6.0,1.0,1.0,0.0,possible,2.0,6.97,2,0,0,0,0,0,0,0,0
g|95053|3|4665559,Mehdi Ghayedi,MID,IRN,5.5,1.0,1.0,0.0,possible,2.0,6.97,45,0,0,0,0,0,1,0,0
g|95053|3|4665994,Mohamed Kanno,MID,KSA,5.0,6.1,3.05,-0.3,possible,2.0,6.86,135,0,1,0,1,0,2,1,0
g|95053|3|4665910,Mauricio,MID,PAR,5.5,6.0,6.0,0.0,possible,2.06,6.84,45,1,0,0,0,0,1,0,0
g|95053|3|4664878,Anis Hadj Moussa,MID,ALG,5.0,3.0,1.5,1.3,possible,2.0,6.78,79,0,0,0,0,0,2,0,0
g|95053|3|4664890,Nabil Bentaleb,MID,ALG,4.5,3.0,1.5,1.3,possible,2.0,6.78,127,0,0,0,0,0,3,0,0
g|95053|3|4665201,Noah Sadiki,MID,COD,4.5,1.7,0.85,0.7,possible,2.0,6.78,79,0,0,0,0,0,1,0,0
g|95053|3|4665680,Odeh Fakhoury,MID,JOR,4.5,2.8,1.4,0.7,possible,2.0,6.78,104,0,0,0,1,0,3,0,0
g|95053|3|4665807,Ben Old,MID,NZL,4.5,1.7,0.85,0.7,possible,2.0,6.78,48,0,0,0,0,0,2,0,0
g|95053|3|4665814,Ryan Thomas,MID,NZL,4.5,1.7,0.85,0.7,possible,2.0,6.78,38,0,0,0,0,0,1,0,0
g|95053|3|4665108,Deroy Duarte,MID,CPV,4.5,2.3,1.15,1.3,possible,2.0,6.58,75,0,0,0,0,0,0,0,0
g|95053|3|4665113,Helio Varela,MID,CPV,4.5,6.3,6.3,6.3,possible,2.0,6.58,33,1,0,0,0,0,0,0,0
g|95053|3|4665118,Jovane Cabral,MID,CPV,5.0,3.0,3.0,0.0,possible,2.0,6.58,61,0,0,1,0,0,0,0,0
g|95053|3|4666383,Akmal Mozgovoy,MID,UZB,4.5,3.4,1.7,0.7,possible,2.0,6.58,135,0,0,0,0,0,5,0,0
g|95053|3|4666392,Oston Urunov,MID,UZB,5.5,0.7,0.7,0.0,possible,2.0,6.58,46,0,0,0,0,0,1,0,0
g|95053|3|4665962,Ahmed Fathi,MID,QAT,4.5,-1.0,-0.5,-2.3,possible,1.58,6.55,72,0,0,0,0,0,2,1,0
g|95053|3|4686510,Mohamed Al-Mannai,MID,QAT,4.5,0.0,0.0,-1.3,possible,1.58,6.55,57,0,0,0,0,0,3,0,0
g|95053|3|4666098,Relebohile Mofokeng,MID,RSA,4.5,1.7,1.7,1.7,possible,1.58,6.36,45,0,0,0,1,0,0,0,0
g|95053|3|4666257,Sebastian Tounekti,MID,TUN,5.0,2.4,1.2,1.7,possible,1.37,6.34,83,0,0,0,0,0,4,0,0
g|95053|3|4666258,Anis Slimane,MID,TUN,4.5,4.4,2.2,2.7,possible,1.37,6.34,174,0,0,0,0,0,7,0,0
g|95053|3|4665511,Louicius Deedson,MID,HAI,5.0,2.7,1.35,1.0,possible,1.4,6.18,90,0,0,0,0,0,1,0,0
g|95053|3|4665516,Josue Casimir,MID,HAI,4.5,2.7,1.35,1.7,possible,1.4,6.18,92,0,0,0,0,0,3,0,0
g|95053|3|4665278,Kenji Gorre,MID,CUW,5.5,1.0,1.0,1.0,possible,1.42,6.0,16,0,0,0,0,0,0,0,0
g|95053|3|4665044,Neymar,MID,BRA,7.5,0.0,0.0,0.0,unexpected,0.52,2.36,0,0,0,0,0,0,0,0,0
