id,name,position,team,price,totalPoints,form,lastPoints,lineup,xPtsRound,xPts,mins,goals,assists,cleanSheet,shotsOnTarget,saves,conceded,yellowCards,redCards
g|95053|3|4665049,Gabriel Martinelli,MID,BRA,7.0,1.0,1.0,1.0,unexpected,0.52,2.36,27,0,0,0,0,0,0,0,0
g|95053|3|4665054,Fabinho,MID,BRA,5.5,1.0,1.0,0.0,unexpected,0.52,2.36,45,0,0,0,0,0,0,0,0
g|95053|3|4681810,Danilo Santos,MID,BRA,5.5,2.4,1.2,1.0,unexpected,0.52,2.36,21,0,0,0,1,0,0,0,0
g|95053|3|4687280,Ederson,MID,BRA,5.5,1.0,1.0,1.0,unexpected,0.52,2.36,10,0,0,0,0,0,0,0,0
g|95053|3|4665424,Warren Zaire-Emery,MID,FRA,5.5,0.0,0.0,0.0,unexpected,0.41,2.31,0,0,0,0,0,0,0,0,0
g|95053|3|4665433,Maghnes Akliouche,MID,FRA,7.5,1.0,1.0,1.0,unexpected,0.41,2.31,8,0,0,0,0,0,0,0,0
g|95053|3|4665436,N'Golo Kante,MID,FRA,6.0,0.0,0.0,0.0,unexpected,0.41,2.31,0,0,0,0,0,0,0,0,0
g|95053|3|4666148,Martin Zubimendi,MID,ESP,6.5,0.0,0.0,0.0,unexpected,0.41,2.31,0,0,0,0,0,0,0,0,0
g|95053|3|4666153,Nico Williams,MID,ESP,9.0,2.0,1.0,1.0,unexpected,0.41,2.31,34,0,0,0,0,0,0,0,0
g|95053|3|4666155,Mikel Merino,MID,ESP,9.5,2.4,1.2,1.0,unexpected,0.41,2.31,50,0,0,0,1,0,0,0,0
g|95053|3|4666163,Yeremy Pino,MID,ESP,8.0,1.3,1.3,1.3,unexpected,0.41,2.31,45,0,0,0,0,0,0,0,0
g|95053|3|4684657,Gavi,MID,ESP,6.5,3.0,3.0,0.0,unexpected,0.41,2.31,71,0,0,1,0,0,0,0,0
g|95053|3|4684658,Victor Munoz,MID,ESP,6.5,0.0,0.0,0.0,unexpected,0.41,2.31,0,0,0,0,0,0,0,0,0
g|95053|3|4665393,Eberechi Eze,MID,ENG,8.0,1.0,1.0,1.0,unexpected,0.41,2.28,17,0,0,0,0,0,0,0,0
g|95053|3|4665400,Morgan Rogers,MID,ENG,7.0,2.3,1.15,1.0,unexpected,0.41,2.28,37,0,0,0,0,0,0,0,0
g|95053|3|4665410,Jordan Henderson,MID,ENG,5.5,0.0,0.0,0.0,unexpected,0.41,2.28,0,0,0,0,0,0,0,0,0
g|95053|3|4684654,Kobbie Mainoo,MID,ENG,5.5,0.0,0.0,0.0,unexpected,0.41,2.28,0,0,0,0,0,0,0,0,0
g|95053|3|4664914,Nico Paz,MID,ARG,6.5,1.0,1.0,0.0,unexpected,0.41,2.22,11,0,0,0,0,0,0,0,0
g|95053|3|4664919,Giovani Lo Celso,MID,ARG,6.0,0.0,0.0,0.0,unexpected,0.41,2.22,0,0,0,0,0,0,0,0,0
g|95053|3|4664920,Valentin Barco,MID,ARG,5.5,0.0,0.0,0.0,unexpected,0.41,2.22,0,0,0,0,0,0,0,0,0
g|95053|3|4664926,Thiago Almada,MID,ARG,8.5,4.6,2.3,3.3,unexpected,0.41,2.22,119,0,0,1,0,0,0,0,0
g|95053|3|4665937,Ruben Neves,MID,POR,6.0,0.0,0.0,0.0,unexpected,0.41,2.22,0,0,0,0,0,0,0,0,0
g|95053|3|4665938,Francisco Trincao,MID,POR,7.0,1.3,1.3,1.3,unexpected,0.41,2.22,27,0,0,0,0,0,0,0,0
g|95053|3|4665940,Samu Costa,MID,POR,5.5,0.0,0.0,0.0,unexpected,0.41,2.22,0,0,0,0,0,0,0,0,0
g|95053|3|4665941,Rafael Leao,MID,POR,8.0,7.3,3.65,6.3,unexpected,0.41,2.22,28,1,0,0,0,0,0,0,0
g|95053|3|4665944,Francisco Conceicao,MID,POR,7.0,2.3,1.15,1.3,unexpected,0.41,2.22,90,0,0,0,0,0,0,0,0
g|95053|3|4665947,Goncalo Guedes,MID,POR,6.0,0.0,0.0,0.0,unexpected,0.41,2.22,0,0,0,0,0,0,0,0,0
g|95053|3|4665461,Pascal Gross,MID,GER,6.0,0.0,0.0,0.0,unexpected,0.47,2.18,0,0,0,0,0,0,0,0,0
g|95053|3|4665464,Angelo Stiller,MID,GER,5.5,0.0,0.0,0.0,unexpected,0.47,2.18,0,0,0,0,0,0,0,0,0
g|95053|3|4665465,Leon Goretzka,MID,GER,6.0,2.6,1.3,1.3,unexpected,0.47,2.18,24,0,0,0,0,0,0,0,0
g|95053|3|4682332,Nadiem Amiri,MID,GER,5.5,4.7,4.7,4.7,unexpected,0.47,2.18,31,0,1,0,1,0,0,0,0
g|95053|3|4682333,Jamie Leweling,MID,GER,6.0,1.3,1.3,1.3,unexpected,0.47,2.18,31,0,0,0,0,0,0,0,0
g|95053|3|4687281,Assan Ouedraogo,MID,GER,5.5,0.0,0.0,0.0,unexpected,0.47,2.18,0,0,0,0,0,0,0,0,0
g|95053|3|4665772,Justin Kluivert,MID,NED,6.0,0.0,0.0,0.0,unexpected,0.56,2.11,0,0,0,0,0,0,0,0,0
g|95053|3|4665777,Mats Wieffer,MID,NED,5.0,0.0,0.0,0.0,unexpected,0.56,2.11,0,0,0,0,0,0,0,0,0
g|95053|3|4665778,Quinten Timber,MID,NED,5.0,0.7,0.7,0.7,unexpected,0.56,2.11,21,0,0,0,0,0,1,0,0
g|95053|3|4665787,Noa Lang,MID,NED,6.5,1.0,1.0,1.0,unexpected,0.56,2.11,1,0,0,0,0,0,0,0,0
g|95053|3|4685591,Marten de Roon,MID,NED,5.0,0.0,0.0,0.0,unexpected,0.56,2.11,0,0,0,0,0,0,0,0,0
g|95053|3|4685592,Guus Til,MID,NED,6.0,1.3,1.3,1.3,unexpected,0.56,2.11,32,0,0,0,0,0,0,0,0
g|95053|3|4665008,Amadou Onana,MID,BEL,5.5,0.7,0.7,0.0,unexpected,0.41,1.93,56,0,0,0,0,0,1,0,0
g|95053|3|4665013,Dodi Lukebakio,MID,BEL,7.0,1.4,1.4,1.4,unexpected,0.41,1.93,33,0,0,0,1,0,0,0,0
g|95053|3|4665016,Axel Witsel,MID,BEL,5.0,0.0,0.0,0.0,unexpected,0.41,1.93,0,0,0,0,0,0,0,0,0
g|95053|3|4665017,Hans Vanaken,MID,BEL,6.0,2.0,1.0,1.0,unexpected,0.41,1.93,38,0,0,0,0,0,0,0,0
g|95053|3|4665018,Jeremy Doku,MID,BEL,8.0,2.0,2.0,2.0,unexpected,0.41,1.93,86,0,0,0,0,0,1,0,0
g|95053|3|4680512,Diego Moreira,MID,BEL,5.5,0.0,0.0,0.0,unexpected,0.41,1.93,0,0,0,0,0,0,0,0,0
g|95053|3|4665748,Sofyan Amrabat,MID,MAR,4.5,0.0,0.0,0.0,unexpected,0.56,1.84,0,0,0,0,0,0,0,0,0
g|95053|3|4666202,Denis Zakaria,MID,SUI,5.0,2.4,2.4,0.0,unexpected,0.42,1.84,90,0,0,0,1,0,1,1,0
g|95053|3|4666220,Djibril Sow,MID,SUI,4.5,4.3,4.3,4.3,unexpected,0.42,1.84,20,0,1,0,0,0,1,0,0
g|95053|3|4666226,Ardon Jashari,MID,SUI,5.0,0.7,0.7,0.0,unexpected,0.42,1.84,2,0,0,0,0,0,1,0,0
g|95053|3|4666227,Noah Okafor,MID,SUI,6.5,0.0,0.0,0.0,unexpected,0.42,1.84,0,0,0,0,0,0,0,0,0
g|95053|3|4681819,Christian Fassnacht,MID,SUI,5.0,0.0,0.0,0.0,unexpected,0.42,1.84,0,0,0,0,0,0,0,0,0
g|95053|3|4685050,Samir El Mourabet,MID,MAR,5.0,2.0,1.0,1.0,unexpected,0.56,1.84,27,0,0,0,0,0,0,0,0
g|95053|3|4685052,Chemsdine Talbi,MID,MAR,6.5,2.0,1.0,1.0,unexpected,0.56,1.84,33,0,0,0,0,0,0,0,0
g|95053|3|4685053,Gessime Yassine,MID,MAR,6.0,0.0,0.0,0.0,unexpected,0.56,1.84,0,0,0,0,0,0,0,0,0
g|95053|3|4685054,Ayoube Amaimouni,MID,MAR,5.5,2.4,1.2,1.0,unexpected,0.56,1.84,18,0,0,0,1,0,0,0,0
g|95053|3|4688052,Amine Sbai,MID,MAR,5.0,0.0,0.0,0.0,unexpected,0.56,1.84,0,0,0,0,0,0,0,0,0
g|95053|3|4665663,Yuito Suzuki,MID,JPN,5.5,1.3,1.3,1.3,unexpected,0.47,1.75,12,0,0,0,0,0,0,0,0
g|95053|3|4665138,Jorge Carrascal,MID,COL,6.0,0.0,0.0,0.0,unexpected,0.41,1.74,0,0,0,0,0,0,0,0,0
g|95053|3|4665140,Richard Rios,MID,COL,5.5,2.3,1.15,1.0,unexpected,0.41,1.74,25,0,0,0,0,0,0,0,0
g|95053|3|4665142,Kevin Castano,MID,COL,5.0,1.3,1.3,0.0,unexpected,0.41,1.74,1,0,0,0,0,0,0,0,0
g|95053|3|4665143,Juan Portilla,MID,COL,5.0,0.0,0.0,0.0,unexpected,0.41,1.74,0,0,0,0,0,0,0,0,0
g|95053|3|4665150,Andres Gomez,MID,COL,6.0,1.3,1.3,0.0,unexpected,0.41,1.74,1,0,0,0,0,0,0,0,0
g|95053|3|4665157,Jaminton Campaz,MID,COL,6.0,6.3,6.3,0.0,unexpected,0.41,1.74,19,1,0,0,0,0,0,0,0
g|95053|3|4665717,Luis Chavez,MID,MEX,5.0,1.3,1.3,0.0,unexpected,0.46,1.7,25,0,0,0,0,0,0,0,0
g|95053|3|4665718,Erik Lira,MID,MEX,4.5,10.6,5.3,4.3,unexpected,0.46,1.7,166,0,1,2,0,0,0,0,0
g|95053|3|4665719,Luis Romo,MID,MEX,4.5,8.3,8.3,8.3,unexpected,0.46,1.7,71,1,0,1,0,0,0,0,0
g|95053|3|4665724,Brian Gutierrez,MID,MEX,5.0,5.6,2.8,3.3,unexpected,0.46,1.7,137,0,0,2,0,0,0,1,0
g|95053|3|4665728,Roberto Alvarado,MID,MEX,6.5,10.6,5.3,3.3,unexpected,0.46,1.7,170,0,1,2,0,0,0,0,0
g|95053|3|4666124,Jin-seob Park,MID,KOR,4.5,1.0,1.0,0.0,unexpected,0.49,1.69,7,0,0,0,0,0,0,0,0
g|95053|3|4666125,Jin-gyu Kim,MID,KOR,5.0,1.0,1.0,0.0,unexpected,0.49,1.69,7,0,0,0,0,0,0,0,0
g|95053|3|4666128,Ji-sung Eom,MID,KOR,5.0,2.3,1.15,1.0,unexpected,0.49,1.69,42,0,0,0,0,0,0,0,0
g|95053|3|4666130,Jun-ho Bae,MID,KOR,5.0,0.0,0.0,0.0,unexpected,0.49,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4666132,Hyun-jun Yang,MID,KOR,4.5,1.4,1.4,1.4,unexpected,0.49,1.69,20,0,0,0,1,0,0,0,0
g|95053|3|4666314,Sebastian Berhalter,MID,USA,5.0,2.0,1.0,1.0,unexpected,0.45,1.69,62,0,0,0,0,0,1,0,0
g|95053|3|4666316,Max Arfsten,MID,USA,6.0,0.0,0.0,0.0,unexpected,0.45,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4666321,Brenden Aaronson,MID,USA,6.5,0.0,0.0,0.0,unexpected,0.45,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4666326,Christian Pulisic,MID,USA,8.5,4.3,4.3,4.3,unexpected,0.45,1.69,46,0,1,0,0,0,0,0,0
g|95053|3|4666329,Cristian Roldan,MID,USA,4.5,0.0,0.0,0.0,unexpected,0.45,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4666330,Timothy Weah,MID,USA,6.0,1.0,1.0,0.0,unexpected,0.45,1.69,19,0,0,0,0,0,1,0,0
g|95053|3|4680515,Jens Castrop,MID,KOR,4.5,0.0,0.0,0.0,unexpected,0.49,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4680516,Dong-gyeong Lee,MID,KOR,5.0,0.0,0.0,0.0,unexpected,0.49,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4685057,Alex Zendejas,MID,USA,5.5,0.0,0.0,0.0,unexpected,0.45,1.69,0,0,0,0,0,0,0,0,0
g|95053|3|4666346,Brian Rodriguez,MID,URU,7.0,2.4,1.2,1.0,unexpected,0.41,1.67,20,0,0,0,1,0,0,0,0
g|95053|3|4666347,Facundo Pellistri,MID,URU,7.0,0.0,0.0,0.0,unexpected,0.41,1.67,0,0,0,0,0,0,0,0,0
g|95053|3|4666357,Emiliano Martinez,MID,URU,4.5,0.0,0.0,0.0,unexpected,0.41,1.67,0,0,0,0,0,0,0,0,0
g|95053|3|4686387,Rodrigo Zalazar,MID,URU,6.5,0.0,0.0,0.0,unexpected,0.41,1.67,0,0,0,0,0,0,0,0,0
g|95053|3|4665220,Nikola Moro,MID,CRO,4.5,0.0,0.0,0.0,unexpected,0.41,1.61,0,0,0,0,0,0,0,0,0
g|95053|3|4665222,Toni Fruk,MID,CRO,5.5,0.0,0.0,0.0,unexpected,0.41,1.61,0,0,0,0,0,0,0,0,0
g|95053|3|4665223,Kristijan Jakic,MID,CRO,5.0,0.0,0.0,0.0,unexpected,0.41,1.61,0,0,0,0,0,0,0,0,0
g|95053|3|4665228,Luka Sucic,MID,CRO,4.5,1.0,1.0,1.0,unexpected,0.41,1.61,19,0,0,0,0,0,0,0,0
g|95053|3|4665239,Mario Pasalic,MID,CRO,6.5,2.7,1.35,1.0,unexpected,0.41,1.61,88,0,0,0,0,0,3,0,0
g|95053|3|4665247,Nikola Vlasic,MID,CRO,6.0,0.7,0.7,0.0,unexpected,0.41,1.61,13,0,0,0,0,0,1,0,0
g|95053|3|4665248,Petar Sucic,MID,CRO,5.0,5.7,2.85,0.0,unexpected,0.41,1.61,109,0,1,0,0,0,4,1,0
g|95053|3|4666054,Pathe Ciss,MID,SEN,5.0,2.3,1.15,1.3,unexpected,0.41,1.61,31,0,0,0,0,0,1,0,0
g|95053|3|4666059,Assane Diao,MID,SEN,5.0,0.0,0.0,0.0,unexpected,0.41,1.61,0,0,0,0,0,0,0,0,0
g|95053|3|4666060,Pape Matar  Sarr,MID,SEN,5.5,1.3,1.3,1.3,unexpected,0.41,1.61,19,0,0,0,0,0,0,0,0
g|95053|3|4666065,Iliman Ndiaye,MID,SEN,6.5,4.0,4.0,0.0,unexpected,0.41,1.61,8,0,1,0,0,0,1,0,0
g|95053|3|4666067,Habib Diarra,MID,SEN,5.0,0.7,0.7,0.0,unexpected,0.41,1.61,15,0,0,0,0,0,2,0,0
g|95053|3|4686497,Bara Sapoko Ndiaye,MID,SEN,5.0,0.0,0.0,0.0,unexpected,0.41,1.61,0,0,0,0,0,0,0,0,0
g|95053|3|4665611,Bazoumana Toure,MID,CIV,6.0,1.0,1.0,0.0,unexpected,0.56,1.6,56,0,0,0,0,0,0,0,0
g|95053|3|4665616,Seko Fofana,MID,CIV,5.0,3.1,1.55,0.7,unexpected,0.56,1.6,93,0,0,1,1,0,1,1,0
g|95053|3|4665619,Jean-Michael  Seri,MID,CIV,4.5,0.0,0.0,0.0,unexpected,0.56,1.6,0,0,0,0,0,0,0,0,0
g|95053|3|4680520,Parfait Guiagon,MID,CIV,5.5,0.0,0.0,0.0,unexpected,0.56,1.6,0,0,0,0,0,0,0,0,0
g|95053|3|4664981,Florian Grillitsch,MID,AUT,4.5,0.0,0.0,0.0,unexpected,0.41,1.56,0,0,0,0,0,0,0,0,0
g|95053|3|4664983,Carney Chukwuemeka,MID,AUT,5.0,2.0,1.0,0.7,unexpected,0.41,1.56,38,0,0,0,0,0,1,0,0
g|95053|3|4664984,Patrick Wimmer,MID,AUT,5.5,2.0,1.0,0.7,unexpected,0.41,1.56,21,0,0,0,0,0,1,0,0
g|95053|3|4681815,Alessandro Schopf,MID,AUT,4.5,0.0,0.0,0.0,unexpected,0.41,1.56,0,0,0,0,0,0,0,0,0
g|95053|3|4688053,Dejan Ljubicic,MID,AUT,4.5,0.0,0.0,0.0,unexpected,0.41,1.56,0,0,0,0,0,0,0,0,0
g|95053|3|4665842,Thelo Aasgaard,MID,NOR,6.5,0.0,0.0,0.0,unexpected,0.41,1.53,0,0,0,0,0,0,0,0,0
g|95053|3|4665845,Jens Petter  Hauge,MID,NOR,6.0,0.0,0.0,0.0,unexpected,0.41,1.53,0,0,0,0,0,0,0,0,0
g|95053|3|4665847,Morten Thorsby,MID,NOR,5.5,0.0,0.0,0.0,unexpected,0.41,1.53,0,0,0,0,0,0,0,0,0
g|95053|3|4665852,Antonio Nusa,MID,NOR,8.0,4.6,2.3,2.3,unexpected,0.41,1.53,144,0,0,0,0,0,2,0,0
g|95053|3|4666284,Salih Ozcan,MID,TUR,4.5,1.0,1.0,0.0,unexpected,0.37,1.52,10,0,0,0,0,0,0,0,0
g|95053|3|4666285,Kaan Ayhan,MID,TUR,5.0,0.0,0.0,0.0,unexpected,0.37,1.52,0,0,0,0,0,0,0,0,0
g|95053|3|4666289,Oguz Aydin,MID,TUR,5.5,0.0,0.0,0.0,unexpected,0.37,1.52,0,0,0,0,0,0,0,0,0
g|95053|3|4666290,Irfan Can Kahveci,MID,TUR,6.5,0.0,0.0,0.0,unexpected,0.37,1.52,0,0,0,0,0,0,0,0,0
g|95053|3|4686496,Can Uzun,MID,TUR,6.0,1.4,1.4,1.4,unexpected,0.37,1.52,31,0,0,0,1,0,0,0,0
g|95053|3|4665173,Armin Gigovic,MID,BIH,4.5,0.7,0.7,0.0,unexpected,0.52,1.5,29,0,0,0,0,0,1,0,0
g|95053|3|4665177,Dzenis Burnic,MID,BIH,4.5,1.0,1.0,0.0,unexpected,0.52,1.5,7,0,0,0,0,0,0,0,0
g|95053|3|4665178,Amir Hadziahmetovic,MID,BIH,4.5,3.7,3.7,3.7,unexpected,0.52,1.5,5,0,1,0,0,0,2,0,0
g|95053|3|4665182,Samed Bazdar,MID,BIH,6.0,0.7,0.7,0.0,unexpected,0.52,1.5,29,0,0,0,0,0,1,0,0
g|95053|3|4665328,Kendry Paez,MID,ECU,7.0,0.0,0.0,0.0,unexpected,0.35,1.5,0,0,0,0,0,0,0,0,0
g|95053|3|4665335,Denil Castillo,MID,ECU,4.5,0.0,0.0,0.0,unexpected,0.35,1.5,0,0,0,0,0,0,0,0,0
g|95053|3|4665338,Alan Minda,MID,ECU,6.0,1.0,1.0,0.0,unexpected,0.35,1.5,56,0,0,0,0,0,0,0,0
g|95053|3|4675934,Ermin Mahmic,MID,BIH,5.0,6.0,6.0,6.0,unexpected,0.52,1.5,1,1,0,0,0,0,1,0,0
g|95053|3|4686371,Anthony Valencia,MID,ECU,5.0,0.0,0.0,0.0,unexpected,0.35,1.5,0,0,0,0,0,0,0,0,0
g|95053|3|4664945,Jackson Irvine,MID,AUS,5.0,2.0,1.0,1.0,unexpected,0.39,1.46,20,0,0,0,0,0,0,0,0
g|95053|3|4664951,Ajdin Hrustic,MID,AUS,4.5,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4664953,Awer Mabil,MID,AUS,5.5,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4665065,Jonathan Osorio,MID,CAN,5.0,1.0,1.0,0.0,unexpected,0.39,1.46,1,0,0,0,0,0,0,0,0
g|95053|3|4665072,Mathieu Choiniere,MID,CAN,4.5,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4665080,Jacob Shaffelburg,MID,CAN,5.5,5.6,2.8,4.3,unexpected,0.39,1.46,50,0,1,0,0,0,0,0,0
g|95053|3|4665090,Jayden Nelson,MID,CAN,5.0,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4686362,Kai Trewin,MID,AUS,4.5,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4686363,Cammy Devlin,MID,AUS,4.5,0.0,0.0,0.0,unexpected,0.39,1.46,0,0,0,0,0,0,0,0,0
g|95053|3|4686366,Cristian Volpato,MID,AUS,5.0,1.0,1.0,1.0,unexpected,0.39,1.46,30,0,0,0,0,0,0,0,0
g|95053|3|4665499,Christopher Bonsu Baah,MID,GHA,5.0,0.0,0.0,0.0,unexpected,0.41,1.45,0,0,0,0,0,0,0,0,0
g|95053|3|4665503,Kamaldeen Sulemana,MID,GHA,5.5,1.0,1.0,0.0,unexpected,0.41,1.45,58,0,0,0,0,0,0,0,0
g|95053|3|4665505,Ernest Nuamah,MID,GHA,6.0,1.0,1.0,0.0,unexpected,0.41,1.45,58,0,0,0,0,0,0,0,0
g|95053|3|4665506,Elisha Owusu,MID,GHA,4.5,3.0,3.0,0.0,unexpected,0.41,1.45,78,0,0,1,0,0,0,0,0
g|95053|3|4666182,Ken Sema,MID,SWE,5.5,0.0,0.0,0.0,unexpected,0.36,1.45,0,0,0,0,0,0,0,0,0
g|95053|3|4677070,Elliot Stroud,MID,SWE,4.5,2.3,1.15,1.0,unexpected,0.36,1.45,27,0,0,0,0,0,0,0,0
g|95053|3|4677071,Mattias Svanberg,MID,SWE,4.5,6.3,6.3,0.0,unexpected,0.36,1.45,7,1,0,0,0,0,0,0,0
g|95053|3|4677072,Taha Ali,MID,SWE,5.0,0.7,0.7,0.7,unexpected,0.36,1.45,12,0,0,0,0,0,1,0,0
g|95053|3|4686372,Herman Johansson,MID,SWE,4.5,0.0,0.0,0.0,unexpected,0.36,1.45,0,0,0,0,0,0,0,0,0
g|95053|3|4686504,Augustine Boakye,MID,GHA,5.0,0.0,0.0,0.0,unexpected,0.41,1.45,0,0,0,0,0,0,0,0,0
g|95053|3|4665299,Lukas Provod,MID,CZE,5.0,4.0,2.0,0.7,unexpected,0.35,1.44,88,0,0,1,0,0,1,0,0
g|95053|3|4665301,David Doudera,MID,CZE,5.5,0.0,0.0,0.0,unexpected,0.35,1.44,0,0,0,0,0,0,0,0,0
g|95053|3|4686354,Denis Visinsky,MID,CZE,4.5,0.0,0.0,0.0,unexpected,0.35,1.44,0,0,0,0,0,0,0,0,0
g|95053|3|4686355,Hugo Sochurek,MID,CZE,4.5,0.0,0.0,0.0,unexpected,0.35,1.44,0,0,0,0,0,0,0,0,0
g|95053|3|4665366,Zizo,MID,EGY,6.0,2.4,1.2,1.4,unexpected,0.41,1.43,21,0,0,0,1,0,0,0,0
g|95053|3|4665367,Mahmoud Saber,MID,EGY,4.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4665368,Hassan Haissem,MID,EGY,5.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4665556,Mohammad Ghorbani,MID,IRN,4.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4665561,Roozbeh Cheshmi,MID,IRN,4.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4665562,Mehdi Torabi,MID,IRN,5.0,1.0,1.0,1.0,unexpected,0.41,1.43,25,0,0,0,0,0,0,0,0
g|95053|3|4665564,Alireza Jahanbakhsh,MID,IRN,5.0,1.0,1.0,1.0,unexpected,0.41,1.43,45,0,0,0,0,0,0,0,0
g|95053|3|4665568,Amirhossein Hosseinzadeh,MID,IRN,5.5,2.0,1.0,1.0,unexpected,0.41,1.43,17,0,0,0,0,0,0,0,0
g|95053|3|4686373,Nabil Dunga,MID,EGY,4.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4686392,Amirmohammad Razzaghinia,MID,IRN,4.5,0.0,0.0,0.0,unexpected,0.41,1.43,0,0,0,0,0,0,0,0,0
g|95053|3|4686380,Ziyad Al-Johani,MID,KSA,4.5,0.0,0.0,0.0,unexpected,0.41,1.41,0,0,0,0,0,0,0,0,0
g|95053|3|4686384,Sultan Mandash,MID,KSA,5.0,0.0,0.0,0.0,unexpected,0.41,1.41,0,0,0,0,0,0,0,0,0
g|95053|3|4686385,Alaa Hejji,MID,KSA,4.5,2.0,1.0,1.0,unexpected,0.41,1.41,32,0,0,0,0,0,0,0,0
g|95053|3|4686386,Khalid Al-Ghannam,MID,KSA,5.0,1.0,1.0,1.0,unexpected,0.41,1.41,1,0,0,0,0,0,0,0,0
g|95053|3|4665904,Kaku,MID,PAR,5.0,0.7,0.7,0.0,unexpected,0.42,1.4,11,0,0,0,0,0,1,0,0
g|95053|3|4665909,Braian Ojeda,MID,PAR,4.5,0.0,0.0,0.0,unexpected,0.42,1.4,0,0,0,0,0,0,0,0,0
g|95053|3|4665913,Gustavo Caballero,MID,PAR,5.0,0.0,0.0,0.0,unexpected,0.42,1.4,0,0,0,0,0,0,0,0,0
g|95053|3|4665916,Ramon Sosa,MID,PAR,6.5,0.7,0.7,0.0,unexpected,0.42,1.4,12,0,0,0,0,0,1,0,0
g|95053|3|4664868,Adil Boulbina,MID,ALG,5.0,1.0,1.0,0.0,unexpected,0.41,1.39,10,0,0,0,0,0,0,0,0
g|95053|3|4664869,Houssem Aouar,MID,ALG,5.5,0.7,0.7,0.0,unexpected,0.41,1.39,27,0,0,0,0,0,1,0,0
g|95053|3|4665204,Charles Pickel,MID,COD,5.0,0.7,0.35,-0.3,unexpected,0.41,1.39,36,0,0,0,0,0,1,1,0
g|95053|3|4665205,Meschack Elia,MID,COD,5.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665207,Gael Kakuta,MID,COD,5.0,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665208,Aaron Tshibola,MID,COD,4.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665209,Theo Bongonda,MID,COD,6.0,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665212,Nathanael Mbuku,MID,COD,5.0,1.4,1.4,1.4,unexpected,0.41,1.39,9,0,0,0,1,0,0,0,0
g|95053|3|4665213,Brian Cipenga,MID,COD,5.0,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665592,Youssef Amyn,MID,IRQ,4.5,0.7,0.7,0.7,unexpected,0.41,1.39,31,0,0,0,0,0,1,0,0
g|95053|3|4665593,Ali Jasim,MID,IRQ,5.0,1.7,1.7,0.0,unexpected,0.41,1.39,73,0,0,0,0,0,2,0,0
g|95053|3|4665595,Aimar Sher,MID,IRQ,4.5,1.0,1.0,1.0,unexpected,0.41,1.39,23,0,0,0,0,0,0,0,0
g|95053|3|4665596,Marko Farji,MID,IRQ,4.5,1.7,0.85,1.0,unexpected,0.41,1.39,54,0,0,0,0,0,2,0,0
g|95053|3|4665686,Rajaei Ayed,MID,JOR,4.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665687,Amer Jamous,MID,JOR,4.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665689,Mohammad Al-Daoud,MID,JOR,4.5,0.7,0.7,0.0,unexpected,0.41,1.39,3,0,0,0,0,0,1,0,0
g|95053|3|4665694,Ibrahim Saadeh,MID,JOR,4.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
g|95053|3|4665698,Shararh,MID,JOR,5.0,1.0,1.0,1.0,unexpected,0.41,1.39,1,0,0,0,0,0,0,0,0
g|95053|3|4665805,Logan Rogerson,MID,NZL,4.5,0.0,0.0,0.0,unexpected,0.41,1.39,0,0,0,0,0,0,0,0,0
